X,Y,fid,gis_id,srcid_t,srcid_i,edit_date,ftype,subtype,loc_type,loc_meth,street_tag,prcl_pin,address,city,state,zipcode,x_coord,y_coord,name,alias1,nghbrhd,cncldst,stfid_blk,plcdst_no,plcdst,usng,cntct_nme,cntct_phn,cntct_dpt,globalid,url
-8530969.42386868,4769220.91899144,395,27_395, ,0,2008/06/22 00:00:00+00,27, ,ST,GC_300,930000000012164,3540041,3608  FALLS RD,Baltimore,MD,21211,1415581.30680549,606407.3107756,EL RANCHO GRANDE, ,Hampden,7,245101308042005,5,NORTHERN,18S UJ 59081 54802, , , ,{E4232508-0B47-4FAE-85ED-CCD474CFAD70}, 
-8526379.11015317,4763142.07168637,396,27_396, ,0,2008/06/22 00:00:00+00,27, ,ST,GC_300,930000000026127,1419003,219 S BROADWAY,Baltimore,MD,21231,1427314.04351026,591067.37944607,"EL RECODO, INC.", ,Fells Point,1,24510301003009,2,SOUTHEASTERN,18S UJ 62553 50049, , , ,{DD919386-0AB6-4018-8547-5E1DF61AF931}, 
-8526147.68499814,4763362.74940594,397,27_397, ,0,2008/06/22 00:00:00+00,27, ,ST,GC_300,930000000025938,1745051,1801 E LOMBARD ST,Baltimore,MD,21231,1427899.95836812,591628.83104027,EL RINCONCITO PERUANO, ,Washington Hill,1,24510202001001,2,SOUTHEASTERN,18S UJ 62735 50216, , , ,{195BFD8F-3401-4D5C-B9AA-1F981870DBFA}, 
-8529048.7727508,4763877.4465752,398,27_398, ,0,2008/06/22 00:00:00+00,27, ,ST,GC_300,930000000024564,0579009,110 W MULBERRY ST,Baltimore,MD,21201,1420518.43754467,592900.22505985,EL TORITO MEXICAN RESTAURANT, ,Downtown,11,24510401002016,1,CENTRAL,18S UJ 60494 50653, , , ,{CE97C673-0F05-4F31-AF52-B2DE61DBDE2E}, 
-8523325.19789517,4763505.06319821,399,27_399, ,0,2008/06/22 00:00:00+00,27, ,ST,GC_300,930000000025853,6286040,3736 E LOMBARD ST,Baltimore,MD,21224,1435074.45764498,592022.30258974,EL TROPICAL RESTAURANT (3736-38), ,Baltimore Highlands,2,245102608001006,2,SOUTHEASTERN,18S UJ 64923 50288, , , ,{68740BD5-A727-43DA-B2C7-AB56FC4A7D0F}, 
-8522922.94937437,4763526.37119906,400,27_400, ,0,2008/06/22 00:00:00+00,27, ,ST,GC_300,930000000008842,6280001,4100 E LOMBARD ST,Baltimore,MD,21224,1436096.90633742,592081.1383073,ELDORADO INC., ,Kresson,2,245102604042036,2,SOUTHEASTERN,18S UJ 65235 50299, , , ,{99175FAF-45EB-4203-9006-AC242EF6DEE3}, 
-8527935.713501,4765189.42933317,401,27_401, ,0,2008/06/22 00:00:00+00,27, ,ST,GC_300,930000000015626,1169054,1127  GREENMOUNT AVE,Baltimore,MD,21202,1423333.99348181,596234.17800661,ELKS I.B.P.O.E.OF W., ,Johnston Square,12,245101004001010,3,EASTERN,18S UJ 61375 51650, , , ,{C09B9657-DFF1-4DF4-9B66-4543AB244F3E}, 
-8523251.60568889,4762234.22816954,402,27_402, ,0,2008/06/22 00:00:00+00,27, ,ST,GC_300,930000000026777,6465010,3728  HUDSON ST,Baltimore,MD,21224,1435276.87596972,588804.91609109,ELLIOT'S POUR HOUSE, ,Brewers Hill,1,245102609002004,2,SOUTHEASTERN,18S UJ 64964 49306, , , ,{5832ED19-FA3F-4382-988C-0585E4A0D85E}, 
-8523934.57199689,4763804.35205841,403,27_403, ,0,2008/06/22 00:00:00+00,27, ,ST,GC_300,930000000025615,1716051,3230 E FAIRMOUNT ST,Baltimore,MD,21224,1433521.58335009,592772.85330158,EL-MOLINO, ,Baltimore-Linwood,1,245102610002007,2,SOUTHEASTERN,18S UJ 64455 50527, , , ,{2766D642-A5C9-4EDE-AF2C-309833122863}, 
-8528460.69978503,4761527.88016647,404,27_404, ,0,2008/06/22 00:00:00+00,27, ,ST,GC_300,930000000023852,0936064,1022  LIGHT ST,Baltimore,MD,21230,1422038.80735508,586956.35240104,ELVIS RESTAURANT, ,Federal Hill,10,245102302001003,9,SOUTHERN,18S UJ 60918 48832, , , ,{BCFB97C4-0B8B-400B-9787-A5D77B62CB01}, 
-8522915.69383366,4763354.76775243,405,27_405, ,0,2008/06/22 00:00:00+00,27, ,ST,GC_300,930000000008969,6308001,200 S HAVEN ST,Baltimore,MD,21224,1436117.43515097,591646.68050849,ENRICO'S SPORTS CAFE, ,Highlandtown,2,245102608001017,2,SOUTHEASTERN,18S UJ 65239 50166, , , ,{B48A6333-119C-483B-A2D5-9A11FE8A6568}, 
-8527942.19813046,4762827.80150927,406,27_406, ,0,2008/06/22 00:00:00+00,27, ,ST,GC_300,930000000021585,1384002A,601 E PRATT ST,Baltimore,MD,21202,1423343.20039335,590254.1457691,ESPN  ZONE, ,Inner Harbor,11,24510401001108,1,CENTRAL,18S UJ 61337 49828, , , ,{9979F4D8-3C3E-4874-9E77-2EAE790F2484}, 
-8539154.81916974,4773226.98649234,407,27_407, ,0,2008/06/22 00:00:00+00,27, ,ST,GC_300,930000000042667,4257001,4147  labyrinth rd,Baltimore,MD,21215,1394749.3244372,616469.35913004,europe restaurant & catering, ,Reisterstown Station,5,245102801011001,6,NORTHWESTERN,18S UJ 52802 58008, , , ,{2E0F061D-EC06-47CF-8FF2-A8BEF1B8FB7B}, 
-8526454.06212622,4768027.75227839,408,27_408, ,0,2008/06/22 00:00:00+00,27, ,ST,GC_300,930000000016878,4138001,1600  ABBOTTSON ST,Baltimore,MD,21218,1427068.52050129,603435.83297763,EVERYDAY'S LLC, ,Coldstream Homestead Montebello,14,24510907001004,4,NORTHEASTERN,18S UJ 62561 53819, , , ,{3741A718-9820-45A6-BED7-D25AB3AEB0D9}, 
-8528848.8258159,4765079.30643286,409,27_409, ,0,2008/06/22 00:00:00+00,27, ,ST,GC_300,930000000015707,0506CO0506,1 E CHASE ST,Baltimore,MD,21202,1421013.97817054,595945.49258758,EXCLUSIVE, ,Mid-Town Belvedere,12,245101102001027,1,CENTRAL,18S UJ 60666 51578, , , ,{31BC9205-29E2-4C35-9505-E6C8998C4735}, 
-8524465.30734586,4756294.68382157,410,27_410, ,0,2008/06/22 00:00:00+00,27, ,ST,GC_300,930000000000149,7300007,3117  VERA ST,Baltimore,MD,21226,1432260.47429845,573743.77251555,family diner, ,Fairfield Area,10,245102506001000,9,SOUTHERN,18S UJ 63943 44738, , , ,{8ECB3880-5BF5-49C2-B91F-C8D992AB387A}, 
-8529082.51775589,4766635.93439741,411,27_411, ,0,2008/06/22 00:00:00+00,27, ,ST,GC_300,930000000014167,3610016,2101  MARYLAND AVE,Baltimore,MD,21218,1420403.42360792,599883.88647367,FAMOUS RESTAURANT, ,Charles North,12,245101206003008,5,NORTHERN,18S UJ 60506 52782, , , ,{97509DA8-1C1C-4BBB-8803-2DF0185F2A5A}, 
-8525698.2393738,4752736.96100315,412,27_412, ,0,2008/06/22 00:00:00+00,27, ,ST,GC_300,930000000001467,7173004,5520  PENNINGTON AVE,Baltimore,MD,21226,1429164.28520326,564712.46895246,FANTASIES, ,Curtis Bay,10,245102505003029,9,SOUTHERN,18S UJ 62939 42007, , , ,{DB9D49AF-9072-4825-AC65-0A75D940851D}, 
-8519550.96096458,4760778.95891552,413,27_413, ,0,2008/06/22 00:00:00+00,27, ,ST,GC_300,930000000009887,6919008,6640  HOLABIRD AVE,Baltimore,MD,21224,1444705.71899636,585165.57937051,FANTASY CAF, ,Holabird Industrial Park,1,245102606053000,2,SOUTHEASTERN,18S UJ 67812 48134, , , ,{620AB393-38FD-4620-93F2-E40E3D75700D}, 
-8528569.94084224,4761381.69321192,414,27_414, ,0,2008/06/22 00:00:00+00,27, ,ST,GC_300,930000000022224,0950096,23 E CROSS ST,Baltimore,MD,21230,1421762.57814056,586584.91743812,FEDERAL HILL LOUNGE, ,Federal Hill,10,245102302001009,9,SOUTHERN,18S UJ 60831 48721, , , ,{40ECB4F8-50CF-4FC9-A522-CB13C433DC8E}, 
-8526430.98011081,4762509.8782049,415,27_415, ,0,2008/06/22 00:00:00+00,27, ,ST,GC_300,930000000026477,1810058A,1635  FLEET ST,Baltimore,MD,21231,1427189.2765065,589465.8105503,FELL'S POINT CARRYOUT, ,Fells Point,1,24510203002000,2,SOUTHEASTERN,18S UJ 62504 49562, , , ,{320E42DC-5980-4642-AFB1-94A74E6D238F}, 
-8530594.03127226,4761891.88745759,416,27_416, ,0,2008/06/22 00:00:00+00,27, ,ST,GC_300,930000000022016,0801043,1184  NANTICOKE ST,Baltimore,MD,21230,1416610.07693684,587855.81422661,FIELDER'S TAVERN, ,Washington Village,9,245102102002000,9,SOUTHERN,18S UJ 59270 49143, , , ,{115F80F1-2DBB-4F4F-ABBD-EBD09792BAFB}, 
-8528178.65836075,4773284.63935576,417,27_417, ,0,2008/06/22 00:00:00+00,27, ,ST,GC_300,930000000002990,5148B008,5723  YORK RD,Baltimore,MD,21212,1422628.87046981,616719.28544336,FIELDS OLD TRAIL, ,Mid-Govans,4,245102712002014,5,NORTHERN,18S UJ 61298 57896, , , ,{E391105E-BC62-4D96-809D-049BE2E15050}, 
-8536263.98128245,4768606.5288022,418,27_418, ,0,2008/06/22 00:00:00+00,27, ,ST,GC_300,930000000044912,2734A004,3308  GARRISON BLVD,Baltimore,MD,21216,1402132.90863363,604802.04091319,FIELDS RIB HOUSE, ,Central Forest Park,6,245101510003007,6,NORTHWESTERN,18S UJ 54973 54403, , , ,{445C8B57-0686-41DE-89ED-D94D3B2D7038}, 
-8532886.72997934,4759974.91041484,419,27_419, ,0,2008/06/22 00:00:00+00,27, ,ST,GC_300,930000000029487,7779013,2501  WASHINGTON BLVD,Baltimore,MD,21230,1410798.4999409,582977.44029739,FILLIN' STATION, ,Morrell Park,10,245102503032003,8,SOUTHWESTERN,18S UJ 57466 47695, , , ,{B6DCE57F-D653-4D92-97FF-C6A9777DEBCC}, 
-8532943.95761003,4766111.32470612,420,27_420, ,0,2008/06/22 00:00:00+00,27, ,ST,GC_300,930000000038523,2303001,2201 W NORTH AVE,Baltimore,MD,21216,1410593.83643815,598516.60717083,FIRESIDE NORTH LIQUORS, ,Coppin Heights/Ash-Co-East,7,245101503001001,7,WESTERN,18S UJ 57508 52431, , , ,{F54BFA12-D3DE-4DCF-8ED0-7791E2D7FAB9}, 
-8527465.03825164,4762777.45149346,421,27_421, ,0,2008/06/22 00:00:00+00,27, ,ST,GC_300,930000000021673,1412021,219 S PRESIDENT ST,Baltimore,MD,21202,1424557.00467448,590131.87869189,FISHERMANS WHARF INNER HARBOR, ,Inner Harbor,1,24510302003006,2,SOUTHEASTERN,18S UJ 61706 49783, , , ,{5A7F18B4-F350-4F82-8410-57E39958B4F9}, 
-8523342.09163832,4761458.11486034,422,27_422, ,0,2008/06/22 00:00:00+00,27, ,ST,GC_300,930000000027108,PSC0065,3600  BOSTON ST,Baltimore,MD,21224,1435056.12319714,586838.18937337,FIVE GUYS @ BREWERS HILL, ,Canton Industrial Area,1,245102606053025,2,SOUTHEASTERN,18S UJ 64883 48709, , , ,{366243C9-9A0E-4DF9-A330-EA2F41C6D757}, 
-8529039.96654899,4764199.87596367,423,27_423, ,0,2008/06/22 00:00:00+00,27, ,ST,GC_300,930000000020901,0532020,"111 W CENTRE ST., SUITE 101",Baltimore,MD,21201,1420537.40698317,593716.75165623,FIVE GUYS FAMOUS BURGERS & FRIES, ,Mount Vernon,11,245101102003016,1,CENTRAL,18S UJ 60506 50902, , , ,{6AB4CEDC-BA13-491C-BC2D-841BA22AF57B}, 
-8528345.72603181,4762805.22078489,424,27_424, ,0,2008/06/22 00:00:00+00,27, ,ST,GC_300,930000000023686,0890003,201 E PRATT ST,Baltimore,MD,21202,1422317.41312332,590192.57417745,FIVE GUYS FAMOUS BURGERS & FRIES, ,Inner Harbor,11,245102201003003,1,CENTRAL,18S UJ 61024 49816, , , ,{312983E3-2D99-45AA-B83D-91B0F5864162}, 
-8526079.40147057,4762132.85107905,425,27_425, ,0,2008/06/22 00:00:00+00,27, ,ST,GC_300,930000000026890,1862001,1800  THAMES ST,Baltimore,MD,21231,1428087.52237691,588514.95995618,FIVE POINT TAVERN, ,Fells Point,1,24510203001027,2,SOUTHEASTERN,18S UJ 62771 49266, , , ,{AEC1BE26-A281-4F7B-BD5E-D0C7D68C0F9D}, 
-8528365.97541756,4764606.50600849,426,27_426, ,0,2008/06/22 00:00:00+00,27, ,ST,GC_300,930000000020689,0519011,830  GUILFORD AVE,Baltimore,MD,21202,1422246.52030353,594753.5878892,FIVE SEASONS, ,Mount Vernon,11,245101101002000,1,CENTRAL,18S UJ 61033 51206, , , ,{836B0F77-B7F0-469E-BB76-99491CCD93C4}, 
-8526797.91949872,4764332.71339055,427,27_427, ,0,2008/06/22 00:00:00+00,27, ,ST,GC_300,930000000025207,1290CO1290,601 N CAROLINE ST,Baltimore,MD,21205,1426235.8987442,594077.60665735,FLAMERS BURGER & CHICKEN, ,Dunbar-Broadway,12,24510605001000,3,EASTERN,18S UJ 62244 50974, , , ,{43E07E94-888C-4C43-AF25-80C4CEC20BC3}, 
-8528197.80272999,4763259.95919632,428,27_428, ,0,2008/06/22 00:00:00+00,27, ,ST,GC_300,930000000021359,1349002,403 E BALTIMORE ST,Baltimore,MD,21202,1422688.61290765,591345.74649381,FLAMINGO  LOUNGE, ,Downtown,11,24510401001088,1,CENTRAL,18S UJ 61145 50165, , , ,{63A9F634-B149-4026-AA9F-E5B5C7FB9BB3}, 
-8527389.58486867,4762285.95694519,429,27_429, ,0,2008/06/22 00:00:00+00,27, ,ST,GC_300,930000000021812,1797001,720  Aliceanna st,Baltimore,MD,21202,1424754.27232236,588888.00359679,Fleming's Prime Steakhouse and Wine Bar, ,Inner Harbor,1,24510302003030,2,SOUTHEASTERN,18S UJ 61758 49402, , , ,{5FFC3ACD-9127-4A4B-945E-EBD760DE7FC3}, 
-8526539.23433787,4762352.10573816,430,27_430, ,0,2008/06/22 00:00:00+00,27, ,ST,GC_300,930000000026813,1809001,701 S BOND ST,Baltimore,MD,21231,1426915.78735234,589065.02624459,FLETCHERS, ,Fells Point,1,24510203002016,2,SOUTHEASTERN,18S UJ 62418 49442, , , ,{2376CF97-B2F0-46A1-858E-63D90825548E}, 
-8531615.23304737,4769350.97355407,431,27_431, ,0,2008/06/22 00:00:00+00,27, ,ST,GC_300,930000000037080,3572026,1601  UNION AVE,Baltimore,MD,21211,1413938.97086246,606729.94900859,FLIP'S AT CLIPPER MILL, ,Hampden,7,245101308042011,5,NORTHERN,18S UJ 58583 54911, , , ,{AA1AE2F1-0806-4D6A-B0ED-97C0C25602E1}, 
-8527942.19813046,4762827.80150927,432,27_432, ,0,2008/06/22 00:00:00+00,27, ,ST,GC_300,930000000021585,1384002A,600 E PRATT ST,Baltimore,MD,21202,1423343.20039335,590254.1457691,FOGO DE CHAO, ,Inner Harbor,11,24510401001108,1,CENTRAL,18S UJ 61337 49828, , , ,{2B65B4FB-043C-43BE-B45E-7A6093464F88}, 
-8528732.27987062,4763231.65925488,433,27_433, ,0,2008/06/22 00:00:00+00,27, ,ST,GC_300,930000000021377,0635018,17 E BALTIMORE ST,Baltimore,MD,21202,1421329.98415674,591268.31331659,FOODTOPIA, ,Downtown,11,24510401001060,1,CENTRAL,18S UJ 60731 50151, , , ,{A91BDC83-9335-400B-AE8A-DC37E8274F96}, 
-8528646.54042804,4760889.31936823,434,27_434, ,0,2008/06/22 00:00:00+00,27, ,ST,GC_300,930000000022460,0993032,1439 S CHARLES ST,Baltimore,MD,21230,1421573.05585822,585336.98723426,FORT CHARLES PUB, ,SBIC,10,245102301002025,9,SOUTHERN,18S UJ 60765 48342, , , ,{C8652DBE-1953-4CF4-AFEB-F0203AF589FA}, 
-8530285.97116378,4761876.44694212,435,27_435, ,0,2008/06/22 00:00:00+00,27, ,ST,GC_300,930000000022023,0921001,839 W CROSS ST,Baltimore,MD,21230,1417393.597693,587819.8815467,FOUL BALL BAR, ,Washington Village,10,245102101003009,9,SOUTHERN,18S UJ 59508 49126, , , ,{5B9985DC-1EAB-4D1B-84E1-8ED3A58350C4}, 
-8537730.5110286,4769256.3239536,436,27_436, ,0,2008/06/22 00:00:00+00,27, ,ST,GC_300,930000000045162,8296001,4701-3  LIBERTY HEIGHTS AVE,Baltimore,MD,21207,1398400.65370588,606433.93904151,FOUR G'S LIQUOR & LOUNGE, ,Howard Park,5,245102801023009,6,NORTHWESTERN,18S UJ 53846 54926, , , ,{B1AC7B47-EFF0-4253-AC39-DF3FC11C3B04}, 
-8528161.11025788,4763235.68606751,437,27_437, ,0,2008/06/22 00:00:00+00,27, ,ST,GC_300,930000000023580,1349001,16  CUSTOM HOUSE AVE,Baltimore,MD,21202,1422782.16774268,591284.67770576,FOXY LADY, ,Downtown,11,24510401001051,1,CENTRAL,18S UJ 61173 50146, , , ,{ECF63D87-22A5-4B4C-B09C-95A089B3A05B}, 
-8539412.46855073,4765211.93809564,438,27_438, ,0,2008/06/22 00:00:00+00,27, ,ST,GC_300,930000000044450,7900G001D,5200 N FRANKLINTOWN RD,Baltimore,MD,21207,1394159.12838112,596182.28303989,FRANKLINTOWN INN, ,Franklintown,8,245102803011005,8,SOUTHWESTERN,18S UJ 52485 51831, , , ,{7481B469-5AD8-4328-8D4B-6570134C5818}, 
-8519424.98265591,4772541.06262079,439,27_439, ,0,2008/06/22 00:00:00+00,27, ,ST,GC_300,930000000006113,5656018,6620  BELAIR RD,Baltimore,MD,21206,1444873.22388862,614942.66857653,FRANK'S PIZZA, ,Rosemont East,2,245102705021014,4,NORTHEASTERN,18S UJ 68063 57205, , , ,{261A43CD-7832-4317-A993-FAFA9B9F350C}, 
-8531595.06987442,4769753.32368578,440,27_440, ,0,2008/06/22 00:00:00+00,27, ,ST,GC_300,930000000036566,3572005,3920  buena vista ave,Baltimore,MD,21211,1413986.19751555,607748.40800084,fraternal order of police baltimore city lodge #3, ,Hampden,7,245101308041003,5,NORTHERN,18S UJ 58604 55221, , , ,{D83BE7F1-9AB8-46D6-BAA9-9A594F991997}, 
-8530579.29230071,4769218.39731646,441,27_441, ,0,2008/06/22 00:00:00+00,27, ,ST,GC_300,930000000012138,3538046,919 W 36TH ST,Baltimore,MD,21211,1416572.68033396,606404.91154371,FRAZIER'S ON THE AVENUE, ,Hampden,14,245101306003006,5,NORTHERN,18S UJ 59383 54795, , , ,{AFC2D606-1F47-4B4A-8BC3-46931375CCAC}, 
-8526030.95708187,4754972.94221007,442,27_442, ,0,2008/06/22 00:00:00+00,27, ,ST,GC_300,930000000000546,7268015,3605  FAIRHAVEN AVE,Baltimore,MD,21226,1428292.05004233,570376.0511174,FRED & MARGIE'S INN, ,Curtis Bay,10,245102505001001,9,SOUTHERN,18S UJ 62711 43738, , , ,{8CBFA353-E58D-4BA4-B3CA-C6B1248290E4}, 
-8536281.91315459,4762111.6999805,443,27_443, ,0,2008/06/22 00:00:00+00,27, ,ST,GC_300,930000000045839,2538008,4019  FREDERICK AVE,Baltimore,MD,21229,1402144.49002619,588358.20349746,FREDERICK STATION SALOON, ,Irvington,8,245102008001001,8,SOUTHWESTERN,18S UJ 54866 49393, , , ,{857CAE1C-9EF8-4D76-B92B-517AC8445C40}, 
-8528122.35258137,4768741.50845234,444,27_444, ,0,2008/06/22 00:00:00+00,27, ,ST,GC_300,930000000012611,3882011,3221  GREENMOUNT AVE,Baltimore,MD,21218,1422821.07457888,605223.90432067,FRIENDLY  FRIED  CHICKEN, ,Abell,14,245101202002000,5,NORTHERN,18S UJ 61279 54393, , , ,{F5FFE825-743C-4E3D-9564-D1DFB9523D60}, 
-8526425.50418044,4762362.64860857,445,27_445, ,0,2008/06/22 00:00:00+00,27, ,ST,GC_300,930000000026637,1811063,1634  ALICEANNA ST,Baltimore,MD,21231,1427204.85791092,589093.01026976,FRIEND'S RESTAURANT AND SPIRITS, ,Fells Point,1,24510203002014,2,SOUTHEASTERN,18S UJ 62506 49448, , , ,{27A179D2-F060-4C0C-BD70-3E7957F5AB80}, 
-8526257.04903154,4762371.80206565,446,27_446, ,0,2008/06/22 00:00:00+00,27, ,ST,GC_300,930000000026630,1828022,1710  ALICEANNA ST,Baltimore,MD,21231,1427633.09617083,589118.09950561,FULL MOON SALOON, ,Fells Point,1,24510203001009,2,SOUTHEASTERN,18S UJ 62637 49453, , , ,{C66529B1-0A62-4387-A526-A416FAC4B324}, 
-8532185.08510672,4766598.16902354,447,27_447, ,0,2008/06/22 00:00:00+00,27, ,ST,GC_300,930000000038412,3402015,2733  PENNSLYVANIA AVE,Baltimore,MD,21217,1412517.98614147,599756.49347057,FULTON RESTAURANT, ,Penn North,7,245101303003006,7,WESTERN,18S UJ 58103 52796, , , ,{22AEAE6A-16C0-4DEA-93E3-1EEFB19ACBE4}, 
-8532196.15647139,4766674.01728433,448,27_448, ,0,2008/06/22 00:00:00+00,27, ,ST,GC_300,930000000037789,3403029,2201 N FULTON Ave,Baltimore,MD,21217,1412489.10119115,599948.39356796,FULTON RESTAURANT    (2201 1/2 FULTON AVENUE), ,Penn North,7,245101303003006,7,WESTERN,18S UJ 58095 52855, , , ,{492B7A30-1C5F-4973-8520-20A23A37A64E}, 
-8523199.8216093,4762821.76879913,449,27_449, ,0,2008/06/22 00:00:00+00,27, ,ST,GC_300,930000000026183,6426003,3802  EASTERN AVE,Baltimore,MD,21224,1435401.46531329,590293.48622033,G & A RESTAURANT, ,Brewers Hill,1,245102609001001,2,SOUTHEASTERN,18S UJ 65011 49759, , , ,{12872F04-66E1-4F35-B1A7-F47F5426A4C7}, 
-8523627.66277263,4762874.7066532,450,27_450, ,0,2008/06/22 00:00:00+00,27, ,ST,GC_300,930000000028475,6299010,415 S HIGHLAND AVE,Baltimore,MD,21224,1434312.98342127,590422.38863375,GAFFNEY'S BACK FIN ( seasonal), ,Highlandtown,1,245102611001000,2,SOUTHEASTERN,18S UJ 64681 49806, , , ,{4B3959DD-7F76-47AA-815B-06B1E21788DB}, 
-8523382.08635124,4762124.62162754,451,27_451, ,0,2008/06/22 00:00:00+00,27, ,ST,GC_300,930000000026912,6463045,938 S CONKLING ST,Baltimore,MD,21224,1434946.40774094,588525.75217154,GALLAGHERS BAR & GRILL    (938-940), ,Brewers Hill,1,245102609003001,2,SOUTHEASTERN,18S UJ 64861 49223, , , ,{A920974D-4111-426C-9733-697A8C876EF7}, 
-8529054.04533436,4766074.10070004,452,27_452, ,0,2008/06/22 00:00:00+00,27, ,ST,GC_300,930000000014718,0407029,1735  MARYLAND AVE,Baltimore,MD,21201,1420481.74684636,598461.87404628,GALLERY, ,Charles North,12,245101205004004,1,CENTRAL,18S UJ 60521 52348, , , ,{18617DDA-CB9E-43D9-B42F-0556819CEDAB}, 
-8528817.37156328,4764211.4126469,453,27_453, ,0,2008/06/22 00:00:00+00,27, ,ST,GC_300,930000000020885,0551013,13 W CENTRE ST,Baltimore,MD,21201,1421103.18933176,593748.33992521,GALLERY CAF, ,Mount Vernon,11,245101102002019,1,CENTRAL,18S UJ 60678 50908, , , ,{FA0F0C41-6CFE-4711-B229-1C3B17FF2B02}, 
-8522606.18787743,4765772.5004973,454,27_454, ,0,2008/06/22 00:00:00+00,27, ,ST,GC_300,930000000008105,6140001D,4809  ERDMAN AVE,Baltimore,MD,21205,1436874.84374604,597772.14396724,GARDEN BEEF & BEER, ,Armistead Gardens,13,245102604012008,3,EASTERN,18S UJ 65511 52028, , , ,{355501CE-53B4-413B-B762-0510A09DB6DE}, 
-8528380.8625782,4760806.98581839,455,27_455, ,0,2008/06/22 00:00:00+00,27, ,ST,GC_300,930000000022514,1006029,1501  LIGHT ST,Baltimore,MD,21230,1422249.59714316,585131.30836486,GARDEN RESTAURANT, ,Riverside,10,245102404004008,9,SOUTHERN,18S UJ 60970 48275, , , ,{474429E4-5C54-479B-BE3B-C34620AF8F4A}, 
-8525243.867945,4762572.14161425,456,27_456, ,0,2008/06/22 00:00:00+00,27, ,ST,GC_300,930000000026423,1836057,2318  FLEET ST,Baltimore,MD,21224,1430207.05940117,589637.08527727,GECKOS, ,Canton,1,24510103002006,2,SOUTHEASTERN,18S UJ 63424 49594, , , ,{8F66FE84-91DB-41E3-95E2-F4885AEE029C}, 
-8527102.86696264,4762471.83979524,457,27_457, ,0,2008/06/22 00:00:00+00,27, ,ST,GC_300,930000000026528,1441007,1001  FLEET ST,Baltimore,MD,21202,1425481.27265342,589361.94056816,GENJI SUSHI EXPRESS   (A.K.A. 600 S EXETER ST), ,Inner Harbor,1,24510302003021,2,SOUTHEASTERN,18S UJ 61983 49542, , , ,{93BB40CC-1C83-4529-9BBE-929A3FFB8830}, 
-8526189.32907265,4762522.80255789,458,27_458, ,0,2008/06/22 00:00:00+00,27, ,ST,GC_300,930000000026464,1828059,1746  FLEET ST,Baltimore,MD,21231,1427803.58293968,589501.2799142,"GEN-JOSEPH HALLER POST #95, AMERICAN LEGION, INC.", ,Fells Point,1,24510203001006,2,SOUTHEASTERN,18S UJ 62691 49569, , , ,{3B60B51D-699E-4F7B-BB9A-6C592C92D618}, 
-8525730.45203754,4764751.07646205,459,27_459, ,0,2008/06/22 00:00:00+00,27, ,ST,GC_300,930000000024940,1605009,838 N CHESTER ST,Baltimore,MD,21205,1428944.9116452,595149.00982223,GENTLEMEN OF CHARISMA, ,Middle East,13,24510704001007,3,EASTERN,18S UJ 63077 51282, , , ,{5D8EEBA3-C0D9-438E-AD61-EA23F9CF8790}, 
-8519670.46243056,4758592.31625411,460,27_460, ,0,2008/06/22 00:00:00+00,27, ,ST,GC_300,930000000000527,6997001,2700  BROENING HWY,Baltimore,MD,21222,1444430.11479726,579624.84343983,GEORGE'S CAFETERIA, ,Dundalk Marine Terminal,1,245102606053127,2,SOUTHEASTERN,18S UJ 67691 46448, , , ,{5F248121-BC3D-4A57-85C3-6A401FE61630}, 
-8538280.93151442,4772649.84884176,461,27_461, ,0,2008/06/22 00:00:00+00,27, ,ST,GC_300,930000000043804,4276A001,6322  REISTERSTOWN RD,Baltimore,MD,21215,1396973.84783903,615016.41348932,GEORGIO'S, ,Reisterstown Station,5,245102801012008,6,NORTHWESTERN,18S UJ 53470 57550, , , ,{4E4FFE22-1E47-404A-A114-A085CB9A4011}, 
-8527273.83483321,4762762.15567483,462,27_462, ,0,2008/06/22 00:00:00+00,27, ,ST,GC_300,930000000021681,1423025,300 S HIGH ST,Baltimore,MD,21202,1425043.33919339,590095.25901775,GERMANIO'S RESTAURANT, ,Little Italy,1,24510302003011,2,SOUTHEASTERN,18S UJ 61854 49768, , , ,{DA4D397D-6E41-4F0F-9A0D-558CEAB047BD}, 
-8525678.37803584,4763655.91743068,463,27_463, ,0,2008/06/22 00:00:00+00,27, ,ST,GC_300,930000000028287,1722002,32 N CHESTER ST,Baltimore,MD,21231,1429089.82362871,592376.57221125,GIBSON'S, ,Butcher's Hill,1,24510603002015,2,SOUTHEASTERN,18S UJ 63102 50436, , , ,{AA43F778-9AA2-4853-84D0-F556873CA154}, 
-8531759.34015839,4762361.75611144,464,27_464, ,0,2008/06/22 00:00:00+00,27, ,ST,GC_300,930000000034822,0279032,347 S GILMOR ST,Baltimore,MD,21223,1413642.16295245,589034.01748919,GILMOR PLEASURE CLUB, ,New Southwest/Mount Clare,9,245101902003005,9,SOUTHERN,18S UJ 58373 49522, , , ,{EDED152B-3C71-4C36-89A9-00816A4E3845}, 
-8523419.21753792,4762880.84806596,465,27_465, ,0,2008/06/22 00:00:00+00,27, ,ST,GC_300,930000000028473,6314049,421 S CONKLING ST,Baltimore,MD,21224,1434842.90941429,590440.44858658,GINGER'S, ,Highlandtown,1,245102609001004,2,SOUTHEASTERN,18S UJ 64842 49808, , , ,{4EE9D8FB-375C-4E61-8171-D081B2922867}, 
